epoch,train_loss,train_acc,val_acc,lr
1,1.3425266064849555,71.56862745098039,68.13725490196079,1e-05
2,0.739935519064174,83.82352941176471,87.25490196078431,0.001999496542383185
3,0.3387308249286577,92.15686274509804,89.70588235294117,0.0019979866764718844
4,0.27959955410630094,92.6470588235294,88.23529411764706,0.0019954719225730847
5,0.2549976662677877,94.11764705882354,89.2156862745098,0.0019919548128307955
6,0.28937934945319216,92.6470588235294,89.2156862745098,0.0019874388886763944
7,0.235818393090192,93.13725490196079,89.2156862745098,0.0019819286972627068
8,0.2118285494107826,94.11764705882354,89.70588235294117,0.001975429786885407
9,0.19587688454810312,95.58823529411765,89.2156862745098,0.0019679487013963565
10,0.18062558361128264,96.07843137254902,88.72549019607843,0.0019594929736144974
11,0.16024487801626616,97.05882352941177,88.23529411764706,0.0019500711177409453
12,0.14501602772404165,96.56862745098039,88.23529411764706,0.0019396926207859084
13,0.1348886434354034,96.56862745098039,88.23529411764706,0.0019283679330160727
14,0.12816323632118748,97.54901960784314,88.23529411764706,0.0019161084574320696
15,0.12450483616660624,97.54901960784314,88.23529411764706,0.0019029265382866215
16,0.11374527142912734,97.54901960784314,89.2156862745098,0.0018888354486549235
17,0.1129525227143484,98.03921568627452,88.72549019607843,0.001873849377069785
18,0.10941649410946697,97.54901960784314,88.72549019607843,0.0018579834132349772
19,0.09762624578148711,97.54901960784314,87.74509803921569,0.0018412535328311812
20,0.09705941554378061,98.03921568627452,88.23529411764706,0.0018236765814298329
21,0.08617760606256186,98.03921568627452,89.2156862745098,0.0018052702575310586
22,0.07859821705257192,98.03921568627452,88.72549019607843,0.0017860530947427875
23,0.07293969224773202,99.01960784313725,88.72549019607843,0.001766044443118978
24,0.0723856488133178,99.01960784313725,88.72549019607843,0.0017452644496757548
25,0.0642649877597304,99.01960784313725,89.2156862745098,0.00172373403810507
26,0.06416763832756117,98.52941176470588,89.2156862745098,0.0017014748877063213
27,0.05822478439293656,99.50980392156863,89.2156862745098,0.0016785094115571322
28,0.05038245577438205,99.50980392156863,88.23529411764706,0.0016548607339452852
29,0.04624243517972383,100.0,89.2156862745098,0.0016305526670845226
30,0.04360698185422841,100.0,89.70588235294117,0.0016056096871376667
31,0.0399252526535123,100.0,89.70588235294117,0.0015800569095711983
32,0.037557646413059795,100.0,89.2156862745098,0.0015539200638661104
33,0.03560465108603239,100.0,90.19607843137256,0.0015272254676105025
34,0.03431207825447999,100.0,89.2156862745098,0.0015
35,0.03167084487629872,100.0,89.2156862745098,0.0014722710747726829
36,0.02980089950941357,100.0,89.2156862745098,0.0014440666126057742
37,0.02708820385091445,100.0,88.72549019607843,0.0014154150130018866
38,0.02514429421474536,100.0,89.70588235294117,0.0013863451256931286
39,0.025913951955005236,100.0,90.19607843137256,0.0013568862215918719
40,0.02244266168232642,100.0,89.2156862745098,0.0013270679633174218
41,0.021919460894138206,100.0,89.70588235294117,0.001296920375328275
42,0.020771345634963,100.0,89.70588235294117,0.0012664738136900348
43,0.021035989709928923,100.0,89.2156862745098,0.0012357589355094275
44,0.01955910874348061,100.0,88.72549019607843,0.0012048066680651907
45,0.018169916143604352,100.0,90.19607843137256,0.0011736481776669307
46,0.017652515687194524,100.0,90.19607843137256,0.0011423148382732854
47,0.016890085795346427,100.0,88.72549019607843,0.0011108381999010112
48,0.015959894558524385,100.0,88.72549019607843,0.0010792499568567885
49,0.016935676336288452,100.0,88.72549019607843,0.0010475819158237425
50,0.01518248229780618,100.0,88.72549019607843,0.001015865963834808
51,0.014911724619713485,100.0,89.2156862745098,0.000984134036165192
52,0.013837834181008386,100.0,88.72549019607843,0.0009524180841762578
53,0.01388721372566971,100.0,89.70588235294117,0.0009207500431432115
54,0.01300680991627422,100.0,88.23529411764706,0.0008891618000989891
55,0.012953201363630155,100.0,88.23529411764706,0.000857685161726715
56,0.01229263341748247,100.0,89.2156862745098,0.0008263518223330697
57,0.01166012648529574,100.0,87.74509803921569,0.0007951933319348094
58,0.011392956270891078,100.0,88.72549019607843,0.0007642410644905726
59,0.011061051892408845,100.0,88.72549019607843,0.0007335261863099651
60,0.010663253437800734,100.0,88.23529411764706,0.0007030796246717255
61,0.010523527842380252,100.0,87.74509803921569,0.0006729320366825784
62,0.010169283413857805,100.0,88.23529411764706,0.0006431137784081283
63,0.01020783127522936,100.0,88.23529411764706,0.0006136548743068713
64,0.009582126823564371,100.0,88.23529411764706,0.0005845849869981136
65,0.009623082263358668,100.0,88.23529411764706,0.0005559333873942258
66,0.0096877035958802,100.0,88.23529411764706,0.0005277289252273174
67,0.009309117107049507,100.0,88.23529411764706,0.0005000000000000002
68,0.009136308623733474,100.0,87.74509803921569,0.00047277453238949753
69,0.009014833198093316,100.0,88.23529411764706,0.00044607993613388975
70,0.008970531781076216,100.0,88.23529411764706,0.00041994309042880197
71,0.008770625974398618,100.0,87.74509803921569,0.00039439031286233353
72,0.008632944495070214,100.0,88.72549019607843,0.0003694473329154778
73,0.008602647823007667,100.0,88.23529411764706,0.000345139266054715
74,0.008361713540758573,100.0,87.74509803921569,0.00032149058844286796
75,0.00834005368946522,100.0,88.23529411764706,0.00029852511229367865
76,0.008267076028620495,100.0,88.23529411764706,0.0002762659618949298
77,0.008160476572811604,100.0,88.23529411764706,0.00025473555032424534
78,0.008037997236219691,100.0,88.23529411764706,0.0002339555568810221
79,0.008061019228953942,100.0,87.74509803921569,0.0002139469052572127
80,0.007963207404257036,100.0,87.74509803921569,0.00019472974246894138
81,0.007853770377479639,100.0,87.74509803921569,0.0001763234185701673
82,0.007845633772804457,100.0,87.74509803921569,0.00015874646716881869
83,0.007799873174186431,100.0,87.74509803921569,0.00014201658676502293
84,0.007769333363017615,100.0,88.23529411764706,0.00012615062293021506
85,0.007726290646721335,100.0,88.23529411764706,0.00011116455134507663
86,0.0077228493458938365,100.0,87.74509803921569,9.707346171337894e-05
87,0.007689646664349472,100.0,87.25490196078431,8.389154256793042e-05
88,0.007665669198567961,100.0,87.25490196078431,7.163206698392743e-05
89,0.007649592343060409,100.0,87.25490196078431,6.0307379214091684e-05
90,0.007634551501741596,100.0,87.25490196078431,4.992888225905467e-05
91,0.007591147030539373,100.0,87.25490196078431,4.050702638550274e-05
92,0.007610551287036608,100.0,87.25490196078431,3.205129860364375e-05
93,0.007597751458924191,100.0,87.25490196078431,2.4570213114592956e-05
94,0.007600164871808945,100.0,87.25490196078431,1.8071302737293293e-05
95,0.007558157612733981,100.0,87.25490196078431,1.2561111323605711e-05
96,0.00757609452942715,100.0,87.25490196078431,8.04518716920466e-06
97,0.007550940812364512,100.0,87.25490196078431,4.528077426915411e-06
98,0.007550744431129857,100.0,87.25490196078431,2.013323528115674e-06
99,0.007562529825258488,100.0,87.25490196078431,5.034576168149174e-07
100,0.007553628271482154,100.0,87.25490196078431,0.0
