epoch,train_loss,train_acc,val_acc,lr
1,1.3936265194416046,64.25,64.0,1e-05
2,0.21163992434740067,93.875,96.5,0.0019863613034027225
3,0.07759867444634437,97.125,97.0,0.0019458172417006346
4,0.07230966687202453,97.375,97.5,0.001879473751206489
5,0.06836162954568863,97.125,97.0,0.0017891405093963938
6,0.05787838488817215,98.0,97.5,0.0016772815716257412
7,0.054640728235244754,97.75,97.5,0.001546948158122427
8,0.054946457147598264,97.5,97.5,0.0014016954246529696
9,0.048693414330482486,97.75,97.5,0.0012454854871407992
10,0.05155041515827179,97.75,97.5,0.0010825793454723326
11,0.04684218376874924,97.875,97.5,0.0009174206545276678
12,0.04493941143155098,98.25,97.5,0.0007545145128592009
13,0.04063369944691658,98.25,98.5,0.0005983045753470308
14,0.0417853419482708,98.375,98.0,0.0004530518418775733
15,0.040749507248401644,98.375,98.0,0.00032271842837425913
16,0.03895601853728294,98.625,98.0,0.00021085949060360655
17,0.03886910989880562,98.375,98.0,0.00012052624879351104
18,0.038321883380413056,98.25,98.0,5.418275829936536e-05
19,0.03775407433509827,98.5,98.0,1.3638696597277678e-05
20,0.03757812306284904,98.5,98.0,0.0
