epoch,train_loss,train_acc,val_acc,lr
1,1.4369768238067626,61.75,63.0,1e-05
2,0.38576389610767364,90.75,93.0,0.0019863613034027225
3,0.13889605909585953,95.5,94.0,0.0019458172417006346
4,0.10763379395008087,96.5,94.5,0.001879473751206489
5,0.08674416244029999,97.5,97.0,0.0017891405093963938
6,0.05755630314350128,97.75,97.5,0.0016772815716257412
7,0.046064231097698215,98.5,97.5,0.001546948158122427
8,0.04770503669977188,98.5,97.5,0.0014016954246529696
9,0.041080507040023806,98.5,98.0,0.0012454854871407992
10,0.041143564879894255,98.5,97.5,0.0010825793454723326
11,0.03779125779867172,98.75,98.0,0.0009174206545276678
12,0.03726633757352829,98.75,97.5,0.0007545145128592009
13,0.03309452414512634,98.75,98.0,0.0005983045753470308
14,0.03546133369207382,98.75,97.5,0.0004530518418775733
15,0.033715012669563296,98.75,97.5,0.00032271842837425913
16,0.03289107263088226,98.75,97.5,0.00021085949060360655
17,0.0325198832154274,98.75,97.5,0.00012052624879351104
18,0.03212876349687576,98.75,97.5,5.418275829936536e-05
19,0.03204381674528122,98.75,97.5,1.3638696597277678e-05
20,0.031979292035102844,98.75,97.5,0.0
