epoch,train_loss,train_acc,val_acc,lr
1,1.3394920349121093,42.5,40.0,1e-05
2,0.8860550880432129,68.75,75.0,0.0019863613034027225
3,0.6910999953746796,71.25,75.0,0.0019458172417006346
4,0.467750059068203,82.5,85.0,0.001879473751206489
5,0.3766916796565056,87.5,80.0,0.0017891405093963938
6,0.34804283976554873,90.0,85.0,0.0016772815716257412
7,0.29779280722141266,90.0,85.0,0.001546948158122427
8,0.27786671221256254,91.25,80.0,0.0014016954246529696
9,0.27956250607967376,90.0,85.0,0.0012454854871407992
10,0.24017077088356018,91.25,85.0,0.0010825793454723326
11,0.2260386273264885,92.5,90.0,0.0009174206545276678
12,0.19547103643417357,93.75,90.0,0.0007545145128592009
13,0.2053799510002136,95.0,80.0,0.0005983045753470308
14,0.19242883324623108,95.0,85.0,0.0004530518418775733
15,0.1896973043680191,95.0,80.0,0.00032271842837425913
16,0.1815985843539238,95.0,80.0,0.00021085949060360655
17,0.17635616809129714,95.0,80.0,0.00012052624879351104
18,0.17509105056524277,95.0,80.0,5.418275829936536e-05
19,0.17314434349536895,95.0,80.0,1.3638696597277678e-05
20,0.1725045472383499,95.0,80.0,0.0
