epoch,train_loss,train_acc,val_acc,lr
1,4.467354736328125,8.25,10.0,1e-05
2,2.394965391904116,26.375,29.0,0.0019863613034027225
3,2.163077872544527,31.875,32.5,0.0019458172417006346
4,2.0988468171656134,31.625,33.0,0.001879473751206489
5,2.0591034376621247,35.375,31.5,0.0017891405093963938
6,1.9950102551281452,35.5,34.5,0.0016772815716257412
7,1.9766231244802475,36.375,35.5,0.001546948158122427
8,1.9467160357534885,37.25,34.5,0.0014016954246529696
9,1.917564713805914,36.875,35.0,0.0012454854871407992
10,1.8876358030736446,38.75,37.0,0.0010825793454723326
11,1.8697546334564685,39.625,36.0,0.0009174206545276678
12,1.8413673444092273,39.625,37.0,0.0007545145128592009
13,1.8183641284704208,40.375,37.5,0.0005983045753470308
14,1.8065368384122849,40.375,38.0,0.0004530518418775733
15,1.7948159888386725,41.625,36.5,0.00032271842837425913
16,1.7786130379140377,43.0,38.0,0.00021085949060360655
17,1.7709076383709907,42.75,40.0,0.00012052624879351104
18,1.7670876191556453,42.75,38.5,5.418275829936536e-05
19,1.7603277891874314,43.625,38.0,1.3638696597277678e-05
20,1.7575759544968605,43.25,38.0,0.0
